ContainerID,cycle_duration_days,Avg_Dist,Spearman,collection_fill_percentage,avg_daily_fill_growth,overflow_flag
1000,7,75.52631578947368,74.32907334069164,100.0,14.285714285714286,1
1000,7,95.07142857142856,95.01028948315334,81.5,11.642857142857142,1
1000,7,88.66666666666667,84.87694648841781,100.0,14.285714285714286,1
1000,3,91.4375,93.58514768750304,57.0,19.0,0
1000,7,64.3,76.57067996943174,100.0,14.285714285714286,1
1000,7,91.77777777777776,87.39804390886586,100.0,14.285714285714286,1
1000,4,84.21052631578948,94.3486458770606,56.0,14.0,0
1000,7,79.9047619047619,86.07693689960585,100.0,14.285714285714286,1
1000,7,87.0,90.30259356496026,100.0,14.285714285714286,1
1000,3,92.78571428571428,95.22403618633832,65.0,21.666666666666668,0
1000,7,84.10526315789474,83.10679212273669,100.0,14.285714285714286,1
1000,7,82.68181818181819,91.08607962755951,72.0,10.285714285714286,0
1000,7,91.0625,91.6494158095548,100.0,14.285714285714286,1
1000,7,94.5,85.18174446893666,100.0,14.285714285714286,1
1000,7,97.11111111111111,94.48947491422108,68.0,9.714285714285714,0
1000,4,89.125,96.01275952326584,54.0,13.5,0
1000,7,93.3846153846154,96.53051127427015,100.0,14.285714285714286,1
1000,7,88.8,95.0195444633872,100.0,14.285714285714286,1
1000,7,89.06666666666666,88.51115814426561,100.0,14.285714285714286,1
1000,7,92.70588235294116,94.3361199821919,100.0,14.285714285714286,1
1000,7,86.07142857142857,94.02861976979884,100.0,14.285714285714286,1
1000,6,83.91666666666667,78.59697505212043,88.0,14.666666666666666,1
1000,4,76.47368421052632,87.5779423078966,72.5,18.125,0
1000,7,87.19047619047619,93.91477180647688,100.0,14.285714285714286,1
1000,7,82.84210526315789,80.56316521735471,100.0,14.285714285714286,1
1000,7,83.0,80.25025545847197,100.0,14.285714285714286,1
1000,7,90.27272727272728,90.58069650472548,100.0,14.285714285714286,1
1000,4,71.21428571428572,59.51458521900209,68.0,17.0,0
1000,3,92.5,88.78560065057219,77.0,25.666666666666668,0
1000,4,85.6,72.5354263397638,64.0,16.0,0
1000,3,72.42307692307692,72.43464941062373,100.0,33.333333333333336,1
1000,4,67.0625,82.27654170084553,74.0,18.5,0
1000,10,40.8,22.360679774997894,100.0,10.0,1
1000,2,100.0,100.0,63.0,31.5,0
1000,1,100.0,100.0,42.0,42.0,0
1000,0,92.0,93.39431975353206,67.0,inf,0
1000,4,100.0,100.0,90.0,22.5,1
1000,0,90.9375,88.82506499560616,100.0,inf,1
1000,7,78.66666666666667,83.1266948624119,100.0,14.285714285714286,1
1000,4,77.35294117647058,75.34051940783678,100.0,25.0,1
1000,6,87.65,89.50643379032898,100.0,16.666666666666668,1
1000,6,82.78947368421052,83.81735420539198,100.0,16.666666666666668,1
1000,6,88.14285714285714,92.59809833040748,100.0,16.666666666666668,1
1000,6,100.0,96.36241116594316,100.0,16.666666666666668,1
1000,3,99.25,91.3223320977314,81.0,27.0,1
1000,5,77.63157894736842,79.20781703702119,63.0,12.6,0
1000,6,95.0,95.67172612055052,100.0,16.666666666666668,1
1000,4,100.0,97.8945010372561,72.0,18.0,0
1000,5,82.15384615384616,77.33568338399742,77.0,15.4,0
1000,3,100.0,100.0,58.0,19.333333333333332,0
1000,0,71.33333333333333,55.43893775997781,54.0,inf,0
1000,3,79.34782608695653,84.70809483339724,75.0,25.0,0
1000,6,69.0,79.17153850971796,100.0,16.666666666666668,1
1000,7,82.0,87.09360452418262,100.0,14.285714285714286,1
1000,7,81.73913043478261,85.64373226902505,100.0,14.285714285714286,1
10037,0,72.0909090909091,83.1493224650815,100.0,inf,1
10037,30,95.28571428571428,88.81730728107473,88.0,2.933333333333333,1
10037,21,72.63888888888889,84.50153626528254,63.0,3.0,0
10037,21,71.18604651162791,83.8173993530589,87.0,4.142857142857143,1
10037,28,81.45161290322581,83.48390295123562,88.5,3.1607142857142856,1
10037,21,79.03571428571428,75.02401936258481,72.5,3.4523809523809526,0
10037,21,76.92105263157895,87.64151873000992,89.0,4.238095238095238,1
10037,19,90.11111111111111,55.72277623518607,89.5,4.7105263157894735,1
10037,15,90.92307692307692,93.3865504295915,51.0,3.4,0
10037,26,93.36,84.53130488243391,89.5,3.4423076923076925,1
10037,18,78.96875,74.06038711422138,51.0,2.8333333333333335,0
10037,17,97.9,83.3002265238681,51.0,3.0,0
10037,8,88.15789473684211,78.53599270233076,66.5,8.3125,0
10037,13,79.36363636363636,38.324522968228905,51.5,3.9615384615384617,0
10037,19,83.15789473684211,64.76053587174113,39.5,2.0789473684210527,0
10037,17,88.38461538461539,84.72182828683066,39.0,2.2941176470588234,0
10037,18,100.0,86.60254037844386,67.0,3.7222222222222223,0
10037,28,79.70588235294117,29.109086821372976,36.0,1.2857142857142858,0
10037,16,83.45833333333333,86.03340813066751,34.5,2.15625,0
10037,18,87.8,44.87745552040594,73.5,4.083333333333333,0
10037,7,100.0,73.65895075034007,60.0,8.571428571428571,0
10037,24,94.16666666666669,83.42886773574533,57.0,2.375,0
10037,14,82.79069767441861,88.18743084864889,58.0,4.142857142857143,0
10037,31,69.71428571428572,30.631873731649005,66.0,2.129032258064516,0
10037,4,92.3,79.48371766186071,64.0,16.0,0
10037,14,80.48888888888888,89.6346400256453,54.5,3.892857142857143,0
10037,28,94.17391304347828,84.77568580141643,84.0,3.0,1
10037,18,95.7,82.66306636833512,56.0,3.111111111111111,0
10037,15,80.41666666666667,76.59726097664502,100.0,6.666666666666667,1
10037,16,85.8529411764706,89.42505166489715,64.5,4.03125,0
10037,24,83.41304347826087,54.79802752884921,60.0,2.5,0
10037,32,87.48148148148148,88.25868240311814,78.5,2.453125,0
